height_cm,weight_kg,bmi,shoulder_width_ratio,hip_width_ratio,torso_length_ratio,leg_length_ratio,arm_length_ratio,shoulder_hip_ratio,torso_leg_ratio,back_length_ratio,belly_width_ratio,neck_width_ratio,upper_arm_ratio,thigh_ratio,inseam_ratio,arm_span_ratio,chest,waist,hip,shoulder_width_cm,back_length,inseam,thigh_circumference,neck_circumference,arm_circumference,gender_male
175.6,63.8,20.6849,0.2532,0.1721,0.2894,0.4712,0.3483,1.4711,0.6141,0.2678,0.1595,0.067,0.1916,0.2592,0.4412,0.9498,91.4,76.3,94.9,44.5,47.0,77.5,53.3,36.9,30.6,1.0
164.3,66.8,24.7157,0.2545,0.1873,0.2939,0.4668,0.3539,1.359,0.6296,0.2692,0.1629,0.0719,0.1946,0.2567,0.4426,0.9622,90.7,77.6,96.6,41.8,44.2,72.7,52.0,37.1,30.4,1.0
151.1,40.1,17.5536,0.2343,0.1781,0.2845,0.4639,0.3381,1.3156,0.6133,0.2585,0.1398,0.0601,0.1859,0.2551,0.4447,0.9104,74.9,58.1,84.5,35.4,39.1,67.2,44.7,28.5,23.1,0.0
180.7,108.2,33.1238,0.2656,0.2042,0.2904,0.4664,0.3562,1.3009,0.6226,0.2698,0.1825,0.0789,0.1959,0.2565,0.4414,0.978,113.3,95.9,115.9,48.0,48.8,79.8,65.1,44.8,38.3,1.0
166.4,82.6,29.8039,0.2437,0.2113,0.2762,0.4651,0.3387,1.1533,0.5939,0.263,0.1754,0.0731,0.1863,0.2558,0.4384,0.921,99.4,81.7,110.4,40.6,43.8,73.0,61.6,38.2,32.3,0.0
167.7,75.2,26.7306,0.2604,0.1903,0.288,0.4712,0.347,1.3684,0.6113,0.2693,0.1668,0.0722,0.1909,0.2591,0.4414,0.9544,98.0,81.7,100.2,43.7,45.2,74.0,55.1,38.0,33.0,1.0
176.4,85.8,27.569,0.2544,0.1914,0.2905,0.4647,0.3514,1.3291,0.625,0.2697,0.1724,0.073,0.1933,0.2556,0.4398,0.9571,101.3,87.4,106.0,44.9,47.6,77.6,59.7,40.4,34.4,1.0
161.6,52.6,20.1625,0.2352,0.1877,0.2788,0.4681,0.3415,1.2532,0.5955,0.2649,0.1463,0.0635,0.1878,0.2575,0.4376,0.9183,86.4,68.1,95.2,38.0,42.8,70.7,50.7,32.2,26.4,0.0
160.6,63.7,24.6989,0.2409,0.1973,0.2786,0.4631,0.3379,1.2206,0.6017,0.2598,0.1621,0.0683,0.1859,0.2547,0.4345,0.9168,88.5,74.3,99.5,38.7,41.7,69.8,54.4,34.4,29.0,0.0
172.7,69.3,23.2218,0.2579,0.1771,0.2932,0.4595,0.3478,1.4565,0.638,0.2726,0.1678,0.0694,0.1913,0.2527,0.4382,0.9536,94.0,81.9,96.0,44.5,47.1,75.7,55.5,37.6,31.5,1.0
180.8,58.1,17.7777,0.2483,0.1629,0.292,0.4642,0.3497,1.5246,0.6291,0.2752,0.1437,0.0626,0.1923,0.2553,0.4421,0.9477,90.4,75.9,92.5,44.9,49.8,79.9,51.9,35.6,29.7,1.0
150.7,51.3,22.5653,0.236,0.1916,0.2849,0.4592,0.3404,1.2321,0.6204,0.2624,0.1573,0.0659,0.1872,0.2526,0.4352,0.9169,81.9,65.9,90.7,35.6,39.5,65.6,50.4,31.2,25.7,0.0
178.0,62.1,19.6135,0.2545,0.1675,0.2876,0.471,0.3445,1.5192,0.6106,0.2737,0.1465,0.0648,0.1895,0.259,0.4435,0.9436,92.4,77.9,93.6,45.3,48.7,78.9,51.9,36.2,30.9,1.0
165.7,55.9,20.3883,0.2478,0.1728,0.2909,0.4701,0.3485,1.4337,0.6189,0.2753,0.1555,0.066,0.1917,0.2586,0.4462,0.9448,86.9,75.4,89.9,41.0,45.6,73.9,49.0,34.3,29.1,1.0
165.8,64.2,23.3605,0.2538,0.1792,0.2856,0.4583,0.3472,1.4166,0.6232,0.2776,0.1619,0.0695,0.191,0.2521,0.4387,0.9483,92.3,79.1,93.3,42.1,46.0,72.7,52.3,36.2,30.2,1.0
164.3,65.3,24.1892,0.2366,0.1989,0.2826,0.4561,0.3355,1.1898,0.6195,0.2658,0.1585,0.0671,0.1845,0.2509,0.4385,0.9076,92.5,73.4,102.6,38.9,43.7,72.1,56.2,34.6,29.5,0.0
181.4,87.1,26.4837,0.2588,0.1821,0.2881,0.4671,0.3487,1.4206,0.6169,0.2724,0.175,0.0723,0.1918,0.2569,0.4397,0.9562,100.9,91.3,103.7,46.9,49.4,79.7,60.7,41.2,35.3,1.0
165.4,58.1,21.214,0.2368,0.184,0.2819,0.4562,0.3382,1.2873,0.6179,0.2645,0.1422,0.0637,0.186,0.2509,0.4383,0.9132,88.3,69.8,95.6,39.2,43.8,72.5,54.0,33.1,26.9,0.0
150.5,51.7,22.8334,0.2373,0.1914,0.2835,0.4624,0.3378,1.2403,0.6132,0.259,0.1589,0.0653,0.1858,0.2543,0.4343,0.9129,84.5,66.4,90.4,35.7,39.0,65.4,49.0,30.9,26.0,0.0
150.6,47.2,20.8287,0.2354,0.186,0.2849,0.4684,0.3345,1.2655,0.6083,0.2632,0.1545,0.0634,0.184,0.2576,0.436,0.9044,79.4,65.0,87.9,35.4,39.6,65.7,49.5,30.0,24.4,0.0
171.4,58.1,19.798,0.2555,0.1716,0.2925,0.4598,0.3508,1.489,0.6362,0.2796,0.1526,0.0655,0.1929,0.2529,0.4378,0.9571,89.3,76.6,92.3,43.8,47.9,75.0,51.2,35.2,30.2,1.0
175.1,67.4,21.9903,0.2514,0.1714,0.2928,0.4684,0.3543,1.4669,0.6252,0.2733,0.1571,0.0673,0.1949,0.2576,0.4397,0.9601,97.8,79.9,94.2,44.0,47.8,77.0,54.2,37.0,31.2,1.0
172.0,52.0,17.5958,0.2497,0.164,0.2883,0.4698,0.3476,1.5229,0.6137,0.2713,0.1497,0.0634,0.1912,0.2584,0.4428,0.9449,86.8,72.6,88.6,42.9,46.7,76.2,47.9,34.2,28.3,1.0
157.5,63.6,25.6679,0.2422,0.2006,0.2787,0.4636,0.3393,1.2077,0.6011,0.2637,0.1595,0.0691,0.1866,0.255,0.4392,0.9209,89.3,71.1,99.2,38.1,41.5,69.2,54.7,34.2,27.8,0.0
164.6,60.0,22.1316,0.2489,0.1773,0.2931,0.4634,0.34,1.4042,0.6326,0.2748,0.1568,0.0678,0.187,0.2549,0.4487,0.9289,89.2,78.3,91.6,41.0,45.2,73.9,50.9,35.0,29.4,1.0
153.4,69.6,29.5695,0.2415,0.2115,0.2792,0.4646,0.3373,1.1418,0.601,0.2652,0.1777,0.0718,0.1855,0.2555,0.4301,0.9162,93.9,74.3,101.9,37.1,40.7,66.0,56.0,34.6,29.1,0.0
168.1,68.1,24.1028,0.2387,0.1961,0.2819,0.4597,0.34,1.2171,0.6132,0.2636,0.1605,0.0675,0.187,0.2528,0.4322,0.9187,92.7,75.4,103.5,40.1,44.3,72.6,57.1,35.6,29.7,0.0
169.7,82.4,28.6316,0.245,0.2087,0.2825,0.4641,0.3396,1.1739,0.6087,0.2652,0.171,0.0716,0.1868,0.2552,0.4347,0.9242,100.5,81.0,111.2,41.6,45.0,73.8,62.1,38.2,31.1,0.0
172.2,47.4,16.0,0.2487,0.1587,0.2838,0.4678,0.3524,1.5669,0.6066,0.2738,0.1384,0.0616,0.1938,0.2573,0.4354,0.9535,81.2,72.9,85.8,42.8,47.1,75.0,48.0,33.3,27.5,1.0
169.4,78.6,27.398,0.2612,0.1867,0.2924,0.4657,0.3538,1.3987,0.6279,0.2747,0.1754,0.073,0.1946,0.2561,0.4378,0.9688,98.8,87.3,99.3,44.2,46.5,74.2,55.6,38.8,33.2,1.0
176.8,72.3,23.1404,0.2519,0.1783,0.2942,0.4686,0.3531,1.4128,0.6279,0.2729,0.1526,0.0686,0.1942,0.2577,0.4419,0.9581,94.1,83.5,99.0,44.5,48.2,78.1,53.8,38.1,31.9,1.0
170.2,94.8,32.7081,0.2455,0.2172,0.2819,0.4581,0.34,1.1302,0.6153,0.2649,0.1763,0.0752,0.187,0.252,0.4439,0.9256,106.9,86.9,116.1,41.8,45.1,75.6,64.3,40.2,32.6,0.0
159.5,55.0,21.6206,0.2345,0.1851,0.2828,0.464,0.3342,1.2666,0.6095,0.2627,0.1534,0.0647,0.1838,0.2552,0.436,0.9028,85.4,67.5,92.7,37.4,41.9,69.6,51.4,32.4,26.3,0.0
158.2,61.1,24.3971,0.2363,0.1951,0.2837,0.4635,0.3395,1.2113,0.612,0.2647,0.1607,0.0682,0.1867,0.2549,0.4394,0.9152,88.8,70.7,96.9,37.4,41.9,69.5,55.3,33.9,27.7,0.0
160.9,73.6,28.4251,0.2412,0.2054,0.2827,0.4634,0.3382,1.1743,0.61,0.2641,0.1679,0.0708,0.186,0.2549,0.4339,0.9176,96.4,76.5,103.8,38.8,42.5,69.8,58.0,35.8,29.4,0.0
182.8,94.3,28.2321,0.2594,0.1917,0.2899,0.462,0.3505,1.353,0.6275,0.272,0.175,0.0743,0.1928,0.2541,0.4485,0.9604,107.7,89.3,110.0,47.4,49.7,82.0,62.3,42.7,35.2,1.0
157.3,55.8,22.5671,0.2385,0.1911,0.2864,0.4627,0.3332,1.2479,0.6191,0.2611,0.1613,0.0656,0.1833,0.2545,0.4351,0.9048,85.8,71.2,94.4,37.5,41.1,68.4,51.4,32.4,26.5,0.0
168.8,56.7,19.9193,0.2342,0.1824,0.2847,0.4558,0.335,1.2839,0.6247,0.2638,0.1446,0.063,0.1843,0.2507,0.4372,0.9043,87.1,69.7,96.7,39.5,44.5,73.8,54.6,33.4,27.4,0.0
170.9,80.3,27.4779,0.2564,0.1896,0.2879,0.4609,0.3473,1.3524,0.6247,0.2756,0.1708,0.0732,0.191,0.2535,0.4363,0.9511,99.3,89.7,101.8,43.8,47.1,74.6,56.7,39.3,34.2,1.0
173.4,86.1,28.6407,0.2567,0.1938,0.2926,0.4567,0.3491,1.3248,0.6407,0.2717,0.176,0.0744,0.192,0.2512,0.4475,0.9549,102.5,88.3,105.5,44.5,47.1,77.6,59.6,40.5,34.4,1.0
180.9,78.4,23.955,0.2557,0.1823,0.2941,0.4682,0.3482,1.4027,0.6282,0.2766,0.1626,0.07,0.1915,0.2575,0.4457,0.9521,101.6,87.2,103.6,46.3,50.0,80.6,57.7,39.8,33.2,1.0
151.8,62.7,27.1873,0.2437,0.1987,0.2828,0.4603,0.3388,1.2264,0.6143,0.2609,0.167,0.0694,0.1863,0.2532,0.4307,0.9212,90.8,71.8,94.8,37.0,39.6,65.4,54.1,33.1,27.0,0.0
165.2,64.6,23.6807,0.239,0.1954,0.2822,0.4609,0.3416,1.2228,0.6122,0.2631,0.1588,0.0665,0.1879,0.2535,0.4319,0.9221,93.1,73.9,101.4,39.5,43.5,71.4,56.9,34.5,28.5,0.0
173.8,64.5,21.3609,0.2516,0.1714,0.2872,0.4711,0.3514,1.4682,0.6097,0.275,0.1534,0.0678,0.1933,0.2591,0.4401,0.9544,92.6,78.5,93.5,43.7,47.8,76.5,53.6,37.0,30.1,1.0
178.1,87.4,27.5347,0.2632,0.1851,0.2882,0.47,0.3518,1.4218,0.6132,0.2726,0.1657,0.0731,0.1935,0.2585,0.4363,0.9667,103.5,90.5,103.5,46.9,48.6,77.7,60.3,40.9,35.4,1.0
162.6,46.1,17.4428,0.2311,0.179,0.2804,0.4623,0.3377,1.2908,0.6066,0.2618,0.138,0.0601,0.1857,0.2542,0.4384,0.9064,82.0,65.4,91.4,37.6,42.6,71.3,48.3,30.7,24.2,0.0
157.1,59.7,24.1644,0.2584,0.1814,0.2869,0.4681,0.3481,1.4239,0.6129,0.276,0.1571,0.0697,0.1915,0.2574,0.4398,0.9546,84.1,77.2,89.5,40.6,43.4,69.1,49.8,34.4,29.3,1.0
165.6,72.5,26.432,0.2593,0.1859,0.2914,0.466,0.3511,1.3946,0.6253,0.2741,0.1652,0.0714,0.1931,0.2563,0.44,0.9615,96.6,79.8,96.7,42.9,45.4,72.9,54.4,37.1,31.5,1.0
168.6,68.5,24.1116,0.2426,0.1972,0.2845,0.46,0.3372,1.2303,0.6186,0.2635,0.1576,0.067,0.1854,0.253,0.4379,0.9169,94.8,73.3,104.4,40.9,44.4,73.8,57.1,35.5,30.2,0.0
158.4,69.2,27.5621,0.2434,0.205,0.2824,0.456,0.3362,1.1871,0.6193,0.2663,0.1666,0.071,0.1849,0.2508,0.435,0.9158,93.6,76.4,102.0,38.6,42.2,68.9,56.1,35.3,28.9,0.0
168.9,59.3,20.8023,0.2475,0.1718,0.2865,0.4684,0.3425,1.441,0.6116,0.273,0.1552,0.0666,0.1884,0.2576,0.4444,0.9326,89.8,74.0,91.1,41.8,46.1,75.1,50.7,35.3,29.8,1.0
182.8,104.1,31.1788,0.2661,0.1995,0.2908,0.4638,0.3472,1.3339,0.6271,0.2717,0.1818,0.0762,0.191,0.2551,0.4415,0.9605,111.8,95.9,114.5,48.6,49.7,80.7,63.5,43.7,37.2,1.0
176.6,68.8,22.0506,0.252,0.1765,0.2948,0.468,0.3467,1.428,0.6299,0.2728,0.1582,0.0692,0.1907,0.2574,0.4466,0.9454,93.2,80.8,97.8,44.5,48.2,78.9,52.8,38.4,32.1,1.0
162.0,47.7,18.1664,0.2304,0.1756,0.2818,0.4723,0.3383,1.3117,0.5968,0.2658,0.1478,0.0621,0.1861,0.2598,0.4395,0.907,82.6,64.7,89.3,37.3,43.1,71.2,49.3,31.6,24.9,0.0
172.9,71.1,23.7821,0.2565,0.1827,0.2891,0.4662,0.3492,1.4039,0.6202,0.2709,0.1651,0.0696,0.1921,0.2564,0.441,0.9549,96.5,81.2,99.2,44.3,46.8,76.2,56.3,37.8,31.9,1.0
160.5,55.5,21.5436,0.2337,0.1891,0.2834,0.4558,0.3451,1.2356,0.6218,0.2631,0.1529,0.065,0.1898,0.2507,0.4324,0.9239,86.8,66.9,95.3,37.5,42.2,69.4,52.6,32.7,26.1,0.0
173.4,68.3,22.7361,0.2569,0.1749,0.2875,0.459,0.352,1.4684,0.6263,0.2728,0.15,0.0689,0.1936,0.2525,0.4384,0.9608,93.8,83.3,95.2,44.5,47.3,76.0,55.6,37.5,31.9,1.0
146.6,37.9,17.6462,0.235,0.1735,0.2788,0.4675,0.3413,1.3542,0.5964,0.2622,0.1519,0.0598,0.1877,0.2571,0.4404,0.9176,74.6,57.2,79.9,34.4,38.4,64.6,44.1,27.5,22.8,0.0
162.9,58.5,22.0591,0.238,0.19,0.2826,0.4706,0.3355,1.2527,0.6006,0.2599,0.1494,0.0657,0.1845,0.2588,0.4373,0.909,88.6,70.9,97.2,38.8,42.3,71.2,52.3,33.6,26.7,0.0
171.1,75.9,25.9018,0.2393,0.2007,0.2817,0.4633,0.337,1.1923,0.6079,0.2651,0.17,0.0687,0.1853,0.2548,0.4394,0.9132,98.9,80.6,107.9,41.0,45.4,75.2,60.4,36.9,30.8,0.0
160.5,46.4,18.0038,0.2331,0.1751,0.2799,0.4544,0.3422,1.3313,0.616,0.2643,0.1424,0.0606,0.1882,0.2499,0.4345,0.9176,81.6,64.6,88.3,37.4,42.4,69.8,48.1,30.5,24.8,0.0
166.6,59.8,21.5584,0.2368,0.1878,0.2806,0.4585,0.3423,1.2609,0.6121,0.2642,0.1469,0.0641,0.1883,0.2522,0.4318,0.9215,90.0,71.1,98.3,39.5,44.0,71.9,53.0,33.5,27.6,0.0
189.8,79.3,22.0239,0.252,0.1734,0.289,0.4607,0.3465,1.4533,0.6273,0.2723,0.161,0.0677,0.1906,0.2534,0.4427,0.945,102.9,86.0,103.3,47.8,51.7,84.0,58.6,40.3,33.1,1.0
156.7,56.5,22.987,0.2373,0.1899,0.2822,0.4626,0.3332,1.2499,0.6101,0.26,0.1574,0.0659,0.1832,0.2544,0.4286,0.9037,84.9,69.2,93.4,37.2,40.7,67.2,51.2,32.4,26.8,0.0
156.4,58.9,24.1053,0.2393,0.1953,0.2857,0.4676,0.3356,1.2252,0.6109,0.2622,0.1613,0.0678,0.1846,0.2572,0.4354,0.9104,87.7,70.1,95.9,37.4,41.0,68.1,53.7,33.3,27.0,0.0
170.7,46.6,16.0,0.2436,0.1563,0.2907,0.4633,0.3486,1.5584,0.6275,0.2762,0.1418,0.0613,0.1917,0.2548,0.4422,0.9408,82.2,67.5,83.8,41.6,47.2,75.5,46.7,32.8,27.3,1.0
174.6,81.0,26.6002,0.2588,0.1899,0.2916,0.459,0.3401,1.3622,0.6353,0.2728,0.1699,0.0736,0.187,0.2525,0.4402,0.9389,102.4,86.1,104.1,45.2,47.6,76.8,57.4,40.4,33.9,1.0
164.8,77.7,28.6185,0.2407,0.2108,0.2816,0.4649,0.3424,1.1418,0.6057,0.2621,0.1684,0.0711,0.1883,0.2557,0.4338,0.9256,98.4,79.7,109.1,39.7,43.2,71.5,59.8,36.8,30.4,0.0
166.1,55.7,20.1903,0.2336,0.1849,0.2794,0.465,0.3336,1.2633,0.6008,0.2618,0.1478,0.0639,0.1835,0.2557,0.4313,0.9008,88.0,68.1,96.4,38.8,43.5,71.6,52.8,33.3,26.3,0.0
155.1,66.6,27.687,0.2431,0.2072,0.285,0.4637,0.3375,1.1734,0.6148,0.2635,0.1693,0.0705,0.1857,0.255,0.4346,0.9182,91.4,75.6,100.9,37.7,40.9,67.4,56.0,34.3,27.8,0.0
166.4,62.9,22.7238,0.2508,0.177,0.2955,0.4613,0.3494,1.4172,0.6406,0.272,0.1638,0.0702,0.1922,0.2537,0.4442,0.9497,90.0,78.2,92.5,41.7,45.3,73.9,50.7,36.7,29.4,1.0
173.8,63.5,21.0276,0.2512,0.1772,0.2912,0.4636,0.348,1.4177,0.6281,0.2715,0.1547,0.0674,0.1914,0.255,0.4394,0.9471,93.3,78.9,96.7,43.7,47.2,76.4,52.4,36.8,30.6,1.0
170.2,72.6,25.0594,0.2535,0.1821,0.292,0.4662,0.3513,1.3922,0.6263,0.2752,0.1565,0.0716,0.1932,0.2564,0.4439,0.9562,95.5,81.4,97.3,43.1,46.8,75.5,54.6,38.3,32.2,1.0
153.1,38.7,16.481,0.2318,0.1763,0.2842,0.4565,0.3354,1.3148,0.6226,0.2607,0.1415,0.0588,0.1845,0.2511,0.4356,0.9026,75.1,59.5,84.8,35.5,39.9,66.7,44.8,28.3,22.7,0.0
154.3,38.9,16.3403,0.2285,0.1741,0.2845,0.4651,0.3442,1.3124,0.6117,0.2626,0.1474,0.0593,0.1893,0.2558,0.4414,0.9169,75.2,59.1,84.3,35.3,40.5,68.1,45.7,28.7,23.0,0.0
176.2,79.8,25.7073,0.2545,0.1881,0.2915,0.4626,0.3507,1.353,0.6302,0.2787,0.1619,0.0711,0.1929,0.2544,0.4481,0.9559,99.4,88.6,104.1,44.8,49.1,79.0,57.7,39.4,33.0,1.0
165.3,57.0,20.8709,0.2354,0.185,0.2823,0.4661,0.3398,1.2725,0.6058,0.2646,0.1514,0.0638,0.1869,0.2563,0.4401,0.9151,87.4,73.3,96.0,38.9,43.8,72.8,53.7,33.1,26.9,0.0
157.3,50.8,20.5372,0.2317,0.1843,0.2765,0.4646,0.3332,1.2575,0.5952,0.2608,0.1448,0.0641,0.1833,0.2555,0.4468,0.8981,84.4,65.2,91.0,36.5,41.0,70.3,50.5,31.7,25.8,0.0
164.6,78.7,29.0526,0.2567,0.1935,0.292,0.4654,0.3463,1.3265,0.6274,0.2747,0.1835,0.0754,0.1905,0.256,0.4409,0.9493,96.4,84.5,100.0,42.2,45.2,72.6,57.0,39.0,32.8,1.0
174.6,69.1,22.687,0.2521,0.1778,0.2921,0.4682,0.3439,1.4177,0.6238,0.2726,0.1613,0.0679,0.1891,0.2575,0.4421,0.9398,95.5,84.3,97.5,44.0,47.6,77.2,53.6,37.2,30.9,1.0
163.3,56.2,21.0951,0.2321,0.1853,0.2803,0.46,0.3414,1.2529,0.6092,0.2574,0.1545,0.064,0.1878,0.253,0.4394,0.915,87.9,71.0,95.0,37.9,42.0,71.7,52.5,32.8,26.5,0.0
156.6,76.6,31.2124,0.247,0.2133,0.2798,0.4618,0.3303,1.1581,0.606,0.2627,0.1733,0.0739,0.1817,0.254,0.444,0.9076,95.6,78.2,104.9,38.7,41.2,69.5,58.0,36.4,30.5,0.0
179.4,70.7,21.9524,0.2523,0.1749,0.2894,0.4635,0.3476,1.4421,0.6243,0.2716,0.153,0.0673,0.1912,0.255,0.4447,0.9476,94.5,83.9,98.6,45.3,48.7,79.8,55.7,37.9,32.0,1.0
158.0,52.9,21.1859,0.2401,0.1848,0.2836,0.4588,0.3368,1.2994,0.618,0.2609,0.1501,0.0642,0.1853,0.2524,0.44,0.9138,84.4,68.4,91.7,37.9,41.2,69.5,52.5,31.9,25.9,0.0
166.3,55.5,20.0951,0.2498,0.1691,0.2908,0.4598,0.3459,1.4772,0.6325,0.2723,0.1517,0.0667,0.1902,0.2529,0.4414,0.9416,89.5,71.9,88.3,41.5,45.3,73.4,48.9,34.8,29.5,1.0
170.5,84.3,29.0229,0.2477,0.2095,0.2815,0.4675,0.3354,1.1824,0.6022,0.2612,0.1678,0.0715,0.1845,0.2571,0.4398,0.9185,103.1,83.1,112.2,42.2,44.5,75.0,60.6,38.3,32.0,0.0
161.1,54.0,20.816,0.2331,0.1883,0.2817,0.4551,0.3377,1.2376,0.6189,0.2598,0.1513,0.063,0.1857,0.2503,0.4384,0.9084,87.0,68.5,95.2,37.5,41.8,70.6,51.7,31.8,26.8,0.0
167.4,73.0,26.0488,0.2415,0.2022,0.2798,0.4644,0.3414,1.1942,0.6026,0.2648,0.1712,0.0687,0.1877,0.2554,0.4407,0.9242,96.4,79.9,106.3,40.4,44.3,73.8,58.6,36.1,30.0,0.0
164.3,79.5,29.4706,0.2625,0.1991,0.2905,0.4633,0.3475,1.3185,0.6271,0.2736,0.182,0.0748,0.1912,0.2548,0.4422,0.9576,99.8,86.7,102.7,43.1,44.9,72.6,56.4,38.6,32.8,1.0
179.6,85.7,26.5762,0.2597,0.186,0.2879,0.4688,0.3473,1.3962,0.6142,0.2697,0.1662,0.0734,0.191,0.2579,0.4386,0.9542,102.9,88.0,104.9,46.6,48.4,78.8,59.0,41.4,35.3,1.0
161.9,41.9,16.0,0.2289,0.1688,0.2793,0.4655,0.3375,1.3564,0.6001,0.2641,0.138,0.0577,0.1856,0.256,0.4379,0.9038,80.0,62.8,85.8,37.0,42.8,70.9,48.5,29.3,23.0,0.0
171.5,66.4,22.5822,0.2521,0.1741,0.294,0.4629,0.3459,1.4482,0.6351,0.2716,0.1575,0.0685,0.1902,0.2546,0.4379,0.9439,91.8,79.3,93.8,43.2,46.6,75.1,53.3,36.9,31.6,1.0
166.5,64.0,23.0567,0.2512,0.1797,0.2932,0.4604,0.3509,1.3976,0.637,0.273,0.1551,0.0696,0.193,0.2532,0.4399,0.953,91.6,79.5,94.0,41.8,45.5,73.3,53.1,36.4,30.9,1.0
168.0,70.0,24.7891,0.254,0.1825,0.291,0.4637,0.3509,1.3921,0.6276,0.2764,0.1672,0.0713,0.193,0.255,0.4402,0.9559,93.4,79.4,96.3,42.7,46.4,74.0,54.6,37.6,31.9,1.0
174.1,87.0,28.7043,0.2592,0.192,0.2955,0.4644,0.3513,1.3502,0.6363,0.2736,0.1735,0.0747,0.1932,0.2554,0.44,0.9618,103.4,87.7,105.0,45.1,47.6,76.6,60.8,40.8,34.2,1.0
160.8,58.9,22.7695,0.2545,0.1743,0.2876,0.4663,0.3521,1.4598,0.6168,0.2728,0.1602,0.0699,0.1936,0.2565,0.4416,0.9586,86.8,74.5,88.1,40.9,43.9,71.0,50.8,35.3,29.7,1.0
169.5,72.1,25.0818,0.2537,0.1827,0.295,0.4662,0.3487,1.3885,0.6328,0.2728,0.1722,0.0714,0.1918,0.2564,0.4411,0.951,95.3,83.4,97.3,43.0,46.3,74.8,54.1,38.0,32.2,1.0
159.4,75.7,29.7935,0.2462,0.2127,0.2822,0.4684,0.3379,1.1574,0.6024,0.2614,0.1762,0.0724,0.1858,0.2576,0.4414,0.9219,96.4,77.6,106.5,39.2,41.7,70.4,58.4,36.3,30.2,0.0
174.3,59.4,19.5506,0.2552,0.1673,0.2951,0.4622,0.3511,1.5258,0.6385,0.2736,0.1525,0.065,0.1931,0.2542,0.4401,0.9574,90.0,74.2,91.5,44.5,47.7,76.7,50.2,35.6,29.7,1.0
168.7,49.8,17.4892,0.2343,0.1748,0.2804,0.4592,0.3366,1.3405,0.6106,0.2635,0.1427,0.0595,0.1851,0.2526,0.4401,0.9075,84.5,67.3,92.6,39.5,44.5,74.3,50.9,31.6,25.9,0.0
158.8,60.2,23.8565,0.2533,0.1786,0.2915,0.4667,0.3483,1.418,0.6247,0.2756,0.1649,0.0697,0.1915,0.2567,0.4483,0.9498,87.5,76.1,89.1,40.2,43.8,71.2,49.1,34.7,29.5,1.0
164.4,59.3,21.9437,0.2335,0.1849,0.2827,0.4614,0.3351,1.2629,0.6127,0.259,0.1568,0.0652,0.1843,0.2538,0.4415,0.9036,87.9,69.7,95.4,38.4,42.6,72.6,53.9,33.6,27.6,0.0
156.2,49.0,20.1047,0.2368,0.188,0.2814,0.4621,0.3373,1.2595,0.6089,0.2596,0.1512,0.063,0.1855,0.2542,0.4345,0.9113,82.0,64.0,92.2,37.0,40.5,67.9,51.4,30.9,24.4,0.0
161.2,60.8,23.4182,0.2359,0.1929,0.2824,0.4711,0.3363,1.2225,0.5993,0.2651,0.1595,0.0657,0.185,0.2591,0.4369,0.9084,90.3,69.8,97.6,38.0,42.7,70.4,52.5,33.2,27.1,0.0
171.8,60.6,20.5252,0.2347,0.1863,0.2831,0.4559,0.3397,1.26,0.6209,0.2602,0.1529,0.0634,0.1868,0.2508,0.4379,0.9141,93.0,72.3,100.5,40.3,44.7,75.2,53.8,34.2,27.5,0.0
158.3,40.1,16.0,0.2309,0.1692,0.2834,0.4611,0.3393,1.3642,0.6145,0.2636,0.1316,0.059,0.1866,0.2536,0.4358,0.9094,76.2,62.4,84.1,36.5,41.7,69.0,47.1,29.3,23.4,0.0
166.4,60.7,21.9167,0.2354,0.1883,0.2791,0.46,0.3344,1.2504,0.6066,0.2618,0.1493,0.064,0.1839,0.253,0.4355,0.9041,90.4,70.9,98.4,39.2,43.6,72.5,53.1,33.4,27.0,0.0
165.5,66.1,24.1096,0.2391,0.1954,0.2851,0.4642,0.3402,1.2237,0.6142,0.2632,0.1619,0.0672,0.1871,0.2553,0.4344,0.9196,92.8,74.5,101.6,39.6,43.6,71.9,55.9,34.9,28.8,0.0
176.8,66.0,21.1132,0.259,0.1714,0.2946,0.4656,0.3419,1.511,0.6328,0.2754,0.1546,0.067,0.188,0.2561,0.4404,0.9428,94.2,77.9,95.2,45.8,48.7,77.9,53.8,37.2,30.2,1.0
185.1,68.8,20.0886,0.2523,0.169,0.2904,0.4677,0.3477,1.4931,0.621,0.2726,0.1457,0.065,0.1912,0.2572,0.4406,0.9478,96.7,81.6,98.2,46.7,50.4,81.5,54.7,37.8,32.0,1.0
178.0,67.8,21.3935,0.2505,0.1733,0.2918,0.4729,0.3385,1.4458,0.6171,0.2693,0.1504,0.0673,0.1862,0.2601,0.4437,0.9276,92.6,77.6,96.8,44.6,47.9,79.0,54.9,37.6,31.2,1.0
161.7,89.7,34.2944,0.2467,0.2227,0.2781,0.4603,0.3388,1.1077,0.6042,0.2644,0.1827,0.0766,0.1863,0.2532,0.4325,0.9243,103.5,84.3,113.1,39.9,42.8,69.9,62.0,38.9,32.0,0.0
168.7,68.6,24.1248,0.2603,0.1774,0.2955,0.4643,0.3511,1.4671,0.6365,0.2771,0.1573,0.0703,0.1931,0.2554,0.4425,0.9625,95.1,82.7,94.0,43.9,46.7,74.6,56.0,37.2,31.0,1.0
